Bestandeseinheit,Baumart,Baumnummer,D_1972,Aus_1972,H_1972,D_1981,Aus_1981,H_1981,D_1993,Aus_1993,H_1993,D_2001,Aus_2001,H_2001,D_2011,Aus_2011,H_2011,D_2017,Aus_2017,H_2017
1,Bu,332,12.9,NA,NA,14.1,NA,NA,15.8,NA,NA,16.1,NA,NA,18.4,NA,NA,22.0,NA,NA
1,Bu,333,18.8,NA,NA,20.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,334,12.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,335,20.4,NA,NA,26.4,NA,NA,32.3,NA,NA,36.6,NA,NA,40.6,NA,NA,42.2,NA,NA
1,Bu,336,17.2,NA,NA,17.9,NA,NA,21.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,337,6.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,338,6.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,339,10.1,NA,NA,10.8,NA,NA,12.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,340,11.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,341,14.7,NA,NA,15.0,NA,NA,16.4,NA,NA,16.7,NA,NA,18.0,NA,NA,19.2,NA,NA
1,Bu,342,6.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,343,7.4,NA,NA,7.2,NA,NA,7.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,344,15.5,NA,NA,16.6,NA,NA,18.6,NA,NA,19.1,NA,NA,19.6,NA,NA,21.0,NA,NA
1,Bu,345,17.8,NA,NA,19.7,NA,NA,23.1,NA,NA,25.3,NA,NA,30.1,NA,NA,32.4,2,NA
2,Es,346,13.4,NA,NA,16.1,NA,NA,18.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,347,6.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,348,14.4,NA,NA,19.8,NA,NA,26.7,NA,NA,30.9,NA,NA,35.4,1,NA,NA,NA,NA
1,Bu,349,12.6,NA,NA,12.6,NA,NA,12.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,350,11.2,NA,NA,11.2,NA,NA,11.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,351,18.6,NA,NA,20.6,NA,NA,24.2,NA,NA,25.8,NA,NA,27.3,NA,NA,30.6,NA,NA
1,Bu,352,13.8,NA,NA,13.9,NA,NA,14.3,NA,NA,14.3,NA,NA,15.5,NA,NA,17.0,NA,NA
2,Es,353,16.5,NA,20.4,20.2,NA,24.3,23.6,NA,26.2,25.5,NA,NA,26.5,NA,NA,27.0,2,NA
1,Bu,354,8.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,355,18.4,NA,NA,21.6,NA,24.0,26.3,NA,NA,28.6,NA,NA,31.5,NA,NA,33.4,NA,NA
1,Bu,356,13.7,NA,NA,14.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,357,16.4,NA,NA,17.4,NA,NA,17.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,358,10.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,359,7.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,360,12.7,NA,NA,12.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,361,8.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,362,15.9,NA,21.9,20.3,NA,26.0,26.0,NA,30.3,28.8,NA,NA,31.3,NA,NA,33.8,2,NA
1,Bu,363,9.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,364,8.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,365,15.3,NA,NA,18.7,NA,NA,23.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,366,9.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,367,6.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,368,17.6,NA,NA,24.8,NA,NA,33.0,NA,NA,37.4,NA,NA,41.3,1,NA,NA,NA,NA
1,Bu,369,8.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,370,11.1,NA,NA,11.4,NA,NA,11.2,NA,NA,11.5,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,371,10.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,372,15.3,NA,NA,16.4,NA,NA,18.3,NA,NA,18.6,NA,NA,19.7,NA,NA,22.4,NA,NA
2,Es,373,17.8,NA,NA,21.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,374,14.4,NA,NA,19.1,NA,NA,25.4,NA,NA,28.9,NA,NA,32.7,1,NA,NA,NA,NA
