Bestandeseinheit,Baumart,Baumnummer,D_1972,Aus_1972,H_1972,D_1981,Aus_1981,H_1981,D_1993,Aus_1993,H_1993,D_2001,Aus_2001,H_2001,D_2011,Aus_2011,H_2011,D_2017,Aus_2017,H_2017
1,Bu,435,16.5,NA,NA,17.7,NA,24.8,19.4,NA,26.7,20.5,NA,27.6,25.9,1,30.6,NA,NA,NA
1,Bu,436,12.2,NA,NA,12.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,437,10.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,438,20.0,NA,NA,26.4,NA,NA,31.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,439,11.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,440,10.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,441,8.7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,442,5.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,443,15.3,NA,NA,19.2,NA,NA,22.5,NA,NA,24.4,NA,NA,28.1,NA,NA,30.4,NA,NA
1,Bu,444,12.7,NA,NA,13.2,7,24.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,445,6.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,446,10.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,447,13.2,NA,NA,13.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,448,27.2,NA,NA,32.0,NA,22.5,38.4,2,27.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,449,11.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,450,12.7,NA,NA,13.6,NA,NA,14.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,451,8.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,452,16.1,NA,NA,17.4,NA,NA,18.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,453,17.0,NA,NA,17.4,NA,NA,19.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,454,6.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,455,17.6,NA,NA,21.9,NA,NA,30.5,NA,NA,34.9,NA,NA,39.4,NA,NA,41.5,NA,NA
1,Bu,456,8.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,457,10.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,458,14.8,NA,NA,15.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,459,7.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,460,16.4,NA,NA,18.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,461,8.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,462,15.7,NA,NA,17.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,463,16.0,NA,NA,17.8,NA,NA,20.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,464,17.2,NA,NA,19.4,NA,NA,25.2,NA,NA,27.8,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,465,5.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,466,15.3,NA,NA,17.9,NA,NA,23.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,467,13.2,NA,NA,14.7,NA,NA,17.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,468,15.5,NA,NA,17.4,NA,NA,21.8,NA,NA,24.4,NA,NA,29.3,NA,NA,32.7,2,NA
1,Bu,469,12.9,NA,NA,14.8,NA,NA,18.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,470,12.1,NA,NA,12.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,471,7.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,472,8.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,473,17.4,NA,NA,22.0,NA,NA,28.7,NA,NA,31.6,NA,NA,34.2,NA,NA,35.9,2,NA
1,Bu,474,14.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,475,6.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,476,11.7,NA,NA,12.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,477,15.2,NA,NA,19.3,NA,NA,24.7,NA,NA,27.8,NA,NA,31.4,NA,NA,34.3,NA,NA
1,Bu,478,14.4,NA,21.2,17.7,NA,NA,23.3,NA,NA,26.1,NA,NA,29.0,1,NA,NA,NA,NA
1,Bu,479,17.1,NA,NA,20.3,NA,NA,26.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,480,13.4,NA,NA,14.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,481,15.2,NA,16.4,15.6,NA,NA,17.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,482,7.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,483,7.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,484,10.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,485,16.6,1,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,486,14.4,NA,NA,16.8,NA,NA,23.6,NA,NA,27.2,NA,NA,31.7,NA,NA,34.6,NA,NA
1,Bu,487,9.7,1,16.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,488,10.7,NA,NA,10.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Ah,489,14.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,490,6.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,491,12.7,NA,NA,13.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,492,9.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,493,13.0,NA,NA,14.5,NA,NA,16.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,494,10.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,495,23.0,NA,NA,29.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,496,7.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,497,7.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,498,7.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,499,15.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,500,11.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,501,8.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,502,10.8,NA,17.9,10.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,503,8.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,504,7.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,505,12.4,NA,NA,13.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,506,8.5,1,10.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,507,11.0,NA,NA,11.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,508,10.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,509,15.8,NA,NA,19.0,NA,NA,26.1,NA,NA,30.2,NA,NA,35.0,NA,NA,38.2,NA,NA
1,Bu,510,11.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,511,12.0,NA,NA,12.9,NA,NA,15.1,NA,NA,15.4,NA,NA,19.7,1,NA,NA,NA,NA
1,Bu,512,10.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,513,7.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,514,16.4,NA,NA,19.2,NA,NA,24.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,515,15.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,516,14.9,NA,NA,16.3,NA,NA,18.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,517,10.9,NA,NA,11.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,518,14.0,NA,NA,16.0,NA,NA,18.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Ah,519,13.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,520,16.5,NA,13.2,20.0,NA,NA,26.7,NA,NA,30.7,NA,NA,35.6,NA,NA,38.9,NA,NA
1,Bu,521,16.5,NA,NA,18.6,NA,26.8,22.0,2,31.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,522,7.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,523,14.0,NA,NA,15.0,NA,23.0,17.7,NA,25.6,18.3,NA,NA,22.1,1,NA,NA,NA,NA
1,Bu,524,13.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,525,10.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,526,11.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,527,15.1,NA,NA,17.7,NA,NA,22.0,NA,NA,25.1,NA,NA,29.9,1,NA,NA,NA,NA
1,Bu,528,16.2,NA,NA,19.7,NA,24.5,26.2,NA,27.6,29.7,2,32.3,NA,NA,NA,NA,NA,NA
1,Bu,529,10.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,530,6.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,531,9.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,532,13.4,NA,NA,14.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,533,21.8,NA,NA,25.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,534,16.2,NA,NA,20.8,NA,25.9,27.6,2,28.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,535,7.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,536,16.1,NA,NA,18.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,537,11.8,NA,NA,11.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,538,13.3,NA,NA,15.0,NA,NA,18.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,539,8.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,540,14.0,NA,NA,15.4,2,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,541,12.6,NA,NA,14.0,NA,23.6,16.8,7,25.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,542,12.1,NA,NA,12.1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,543,16.7,NA,NA,20.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,544,14.7,NA,NA,15.5,NA,NA,21.2,NA,NA,22.0,NA,NA,24.9,1,NA,NA,NA,NA
1,Bu,545,12.2,NA,NA,12.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,546,17.9,NA,NA,19.0,NA,NA,23.8,NA,NA,26.0,NA,NA,32.9,NA,NA,34.0,NA,32.9
1,Bu,547,10.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,548,14.2,NA,NA,15.9,NA,NA,22.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,549,16.6,NA,NA,21.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,550,16.1,NA,NA,18.0,NA,NA,23.7,NA,NA,26.5,NA,NA,30.3,1,NA,NA,NA,NA
1,Bu,551,10.6,NA,NA,10.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,552,10.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,553,11.3,NA,NA,12.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,554,10.6,NA,NA,10.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,555,11.2,NA,NA,11.4,NA,NA,11.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,556,8.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,557,8.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,558,11.7,NA,NA,11.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,559,12.1,NA,NA,12.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,560,16.6,NA,NA,20.3,NA,23.5,27.0,NA,30.2,29.6,NA,31.0,34.6,NA,33.1,37.8,2,NA
1,Bu,561,9.9,NA,NA,9.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,562,12.2,NA,NA,12.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,563,14.5,NA,NA,15.7,NA,NA,16.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,564,11.1,NA,NA,11.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,565,10.6,NA,NA,11.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,566,8.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,567,20.2,NA,NA,24.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,568,10.4,NA,NA,10.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,569,16.5,NA,NA,20.7,NA,25.0,31.1,NA,31.6,35.6,NA,NA,41.2,NA,NA,43.5,NA,NA
1,Bu,570,13.8,NA,NA,13.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,571,8.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,572,12.9,NA,NA,13.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,573,13.4,NA,NA,15.0,NA,22.5,21.7,2,29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,574,12.2,NA,NA,12.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,575,10.5,NA,NA,11.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,576,11.5,NA,NA,13.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,577,20.8,NA,NA,28.3,NA,NA,40.1,NA,NA,47.5,NA,NA,54.8,NA,NA,58.4,NA,35.1
3,Ah,578,13.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,579,12.0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,580,14.6,NA,NA,19.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,581,7.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,582,18.6,NA,NA,19.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,583,10.4,1,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,584,16.2,NA,NA,16.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,585,22.3,NA,NA,28.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,586,12.0,NA,NA,12.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,587,14.3,NA,NA,14.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,588,23.5,NA,NA,29.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,589,10.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,590,11.5,NA,NA,11.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,591,11.8,NA,NA,12.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
