Bestandeseinheit,Baumart,Baumnummer,D_1958,Aus_1958,H_1958,D_1964,Aus_1964,H_1964,D_1971,Aus_1971,H_1971,D_1981,Aus_1981,H_1981,D_1992,Aus_1992,H_1992,D_2001,Aus_2001,H_2001,D_2008,Aus_2008,H_2008,D_2011,Aus_2011,H_2011,D_2015,Aus_2015,H_2015
1,Bu,297,18.5,NA,NA,21.9,NA,NA,25.2,NA,NA,29.3,NA,NA,34.3,NA,NA,37.4,NA,NA,40.1,NA,NA,41.5,NA,NA,43.1,NA,NA
1,Bu,298,12.6,NA,NA,14.0,NA,NA,15.8,NA,NA,16.1,NA,NA,16.4,NA,NA,16.5,NA,NA,16.5,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,299,8.4,NA,NA,8.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,300,16.6,NA,NA,19.0,NA,NA,22.6,NA,NA,25.8,NA,NA,30.1,NA,NA,32.9,NA,NA,34.8,NA,NA,35.6,NA,NA,37.1,2,NA
1,Bu,301,10.5,NA,NA,11.3,NA,NA,11.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,302,8.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,303,12.0,NA,NA,15.1,NA,NA,17.0,NA,26.7,19.4,NA,27.2,20.7,5,28.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,304,22.8,NA,NA,26.4,NA,NA,31.3,NA,NA,38.0,NA,NA,45.7,NA,NA,50.8,NA,NA,54.3,NA,NA,54.8,NA,NA,57.7,NA,37.9
1,Bu,305,16.2,NA,NA,17.4,NA,NA,18.7,NA,25.8,18.7,2,25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,306,15.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Ah,307,8.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,308,8.2,NA,NA,8.4,NA,NA,8.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,309,7.8,NA,NA,7.9,NA,NA,7.9,NA,NA,7.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,310,7.8,NA,NA,8.0,NA,NA,8.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,311,17.8,NA,NA,20.7,NA,22.5,24.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,312,8.0,NA,NA,8.0,NA,NA,8.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,313,17.0,NA,NA,19.8,NA,23.2,23.6,NA,NA,28.2,NA,NA,32.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,314,14.8,NA,NA,17.6,NA,22.5,21.2,NA,NA,24.3,NA,NA,26.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Ah,315,9.6,NA,NA,9.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,316,13.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,317,20.3,NA,NA,23.3,NA,NA,27.1,NA,NA,32.2,NA,NA,38.2,NA,NA,42.5,NA,NA,44.9,7,NA,NA,NA,NA,NA,NA,NA
1,Bu,318,16.1,NA,NA,17.6,NA,NA,19.0,NA,NA,21.1,NA,NA,24.3,NA,NA,27.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,319,15.1,NA,NA,18.7,NA,NA,22.1,NA,NA,28.3,NA,NA,34.2,NA,NA,38.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,320,7.3,NA,NA,7.3,NA,NA,7.5,NA,NA,7.4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,325,7.2,NA,NA,7.3,NA,NA,7.3,NA,NA,7.4,NA,NA,7.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,326,6.8,NA,NA,6.9,NA,NA,6.9,NA,NA,7.0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,331,6.6,NA,NA,6.6,NA,NA,6.6,NA,NA,6.7,NA,NA,7.2,NA,NA,8.1,NA,NA,8.6,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,334,5.3,NA,NA,5.4,NA,NA,5.4,NA,NA,5.6,NA,NA,5.8,NA,NA,6.1,NA,NA,6.2,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,336,6.5,NA,NA,6.5,NA,NA,6.5,NA,NA,6.7,NA,NA,6.9,NA,NA,6.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,337,6.3,NA,NA,7.0,NA,NA,7.0,NA,NA,7.1,NA,NA,7.4,NA,NA,7.5,NA,NA,7.2,NA,NA,8.2,NA,NA,8.5,NA,NA
1,Bu,338,5.9,NA,NA,6.0,NA,NA,6.0,NA,NA,6.1,NA,NA,6.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,343,7.0,NA,NA,7.0,NA,NA,7.2,NA,NA,7.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,344,7.0,NA,NA,7.0,NA,NA,7.2,NA,NA,7.2,NA,NA,7.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,348,6.4,NA,NA,6.5,NA,NA,6.6,NA,NA,6.6,NA,NA,7.0,NA,NA,7.3,NA,12.0,7.6,7,NA,NA,NA,NA,NA,NA,NA
1,Bu,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.7,NA,NA,42.3,NA,NA,43.4,NA,NA
1,Bu,357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.1,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,3181,7.8,NA,NA,7.9,NA,NA,8.0,NA,NA,8.0,NA,NA,8.5,NA,NA,9.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
