Bestandeseinheit,Baumart,Baumnummer,D_1972,Aus_1972,H_1972,D_1981,Aus_1981,H_1981,D_1993,Aus_1993,H_1993,D_2001,Aus_2001,H_2001,D_2011,Aus_2011,H_2011,D_2017,Aus_2017,H_2017
1,Bu,480,8.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,481,16.8,NA,NA,21.4,NA,NA,28.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,482,9.9,NA,NA,10.3,NA,NA,10.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,483,7.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,484,12.7,NA,NA,13.8,NA,20.5,14.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,485,16.1,NA,NA,20.4,NA,NA,26.0,NA,NA,28.6,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,486,13.4,NA,NA,14.2,NA,NA,14.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,487,8.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,488,12.2,NA,NA,13.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,489,14.8,NA,19.4,17.0,NA,NA,18.7,NA,NA,19.5,NA,NA,23.2,NA,NA,26.8,NA,NA
2,Es,490,13.4,NA,NA,14.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,491,12.4,NA,NA,13.8,NA,NA,14.6,NA,NA,15.4,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,492,4.9,NA,NA,4.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,493,7.5,NA,NA,7.6,NA,NA,8.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Ah,494,12.9,NA,NA,13.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,495,9.9,NA,NA,9.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,496,5.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,497,13.6,1,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,498,7.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,499,9.6,NA,NA,9.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,500,11.9,NA,NA,12.7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,501,9.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,502,9.8,NA,NA,15.1,NA,NA,21.2,NA,NA,24.9,NA,NA,28.0,NA,NA,29.8,2,NA
1,Bu,503,9.8,NA,NA,11.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
